StockCode,Description,total_revenue,total_quantity_sold,total_transactions,Revenue_per_Transaction,first_sale_date,last_sale_date,product_lifetime_days,Lifetime_Tier,days_since_last_sale,Activity_Status,is_churned,Churn_Status,segment,Revenue_Tier
,jardin etched glass fruitbowl,666.5,62,32,20.828125,2009-12-15 14:10:00,2010-11-25 15:59:00,345,Medium,14,Active,0,Active,Weak,Medium
,set of red salad servers,664.73,422,81,8.206543209876543,2009-12-01 13:41:00,2010-10-25 15:23:00,328,Medium,45,At Risk,0,Active,At Risk,Medium
,flowers  stickers,664.51,955,101,6.579306930693069,2009-12-02 13:20:00,2010-12-08 16:06:00,371,Medium,1,Active,0,Active,Weak,Medium
,holly top christmas stocking,664.4,662,77,8.628571428571428,2009-12-08 13:43:00,2010-11-24 13:56:00,351,Medium,15,Active,0,Active,Weak,Medium
,peg bag apple design,664.35,287,28,23.726785714285715,2010-09-26 14:01:00,2010-10-15 12:44:00,18,Short,55,At Risk,0,Active,At Risk,Medium
,large  tall camphor wood toadstool,662.55,151,30,22.084999999999997,2009-12-06 11:58:00,2010-12-08 12:46:00,367,Medium,1,Active,0,Active,Weak,Medium
,lunchbag suki  design,661.63,410,35,18.903714285714287,2010-01-22 16:28:00,2010-03-03 14:13:00,39,Short,281,Inactive,1,Churned,Churned,Medium
,assorted laquered incense holders,661.54,3696,53,12.48188679245283,2009-12-02 14:36:00,2010-12-08 14:25:00,370,Medium,1,Active,0,Active,Weak,Medium
17109C,flower fairy incense rose,661.23,3124,15,44.082,2009-12-02 11:45:00,2010-03-03 11:53:00,91,Short,281,Inactive,1,Churned,Churned,Medium
,bird decoration green  spot,660.62,678,108,6.116851851851852,2009-12-02 10:00:00,2010-09-20 17:32:00,292,Medium,80,Inactive,1,Churned,Churned,Medium
,ping microwave apron,660.62,152,47,14.055744680851063,2009-12-02 12:06:00,2010-12-08 13:53:00,371,Medium,1,Active,0,Active,Weak,Medium
,vintage wooden plate rack,659.1500000000001,17,11,59.92272727272728,2009-12-08 15:12:00,2010-03-12 10:09:00,93,Short,272,Inactive,1,Churned,Churned,Medium
,recycled pencil with rabbit eraser,659.1,2838,151,4.364900662251656,2009-12-01 11:58:00,2010-12-09 14:09:00,373,Medium,0,Active,0,Active,At Risk,Medium
,blue spotty luggage tag,657.9,1236,80,8.223749999999999,2009-12-01 14:28:00,2010-09-13 13:29:00,285,Medium,87,Inactive,1,Churned,Churned,Medium
,decoration  butterfly  magic garden,656.99,705,111,5.918828828828829,2009-12-13 13:39:00,2010-12-03 11:36:00,354,Medium,6,Active,0,Active,At Risk,Medium
84986B,set of 36 silver paper doilies,656.9399999999999,438,80,8.211749999999999,2009-12-01 14:40:00,2010-10-13 14:03:00,315,Medium,57,At Risk,0,Active,At Risk,Medium
,ceramic plate love heart design,656.87,607,34,19.31970588235294,2009-12-08 12:38:00,2010-07-27 15:45:00,231,Medium,135,Inactive,1,Churned,Churned,Medium
,pink  polkadot cup,656.76,744,87,7.548965517241379,2010-09-23 13:03:00,2010-12-09 16:10:00,77,Short,0,Active,0,Active,Weak,Medium
,string of stars card holder,656.61,244,36,18.239166666666666,2009-12-03 17:12:00,2010-12-08 14:25:00,369,Medium,1,Active,0,Active,Weak,Medium
,"french blue metal door sign, 2",656.41,509,77,8.524805194805195,2010-08-17 11:21:00,2010-11-10 16:40:00,85,Short,29,Active,0,Active,Weak,Medium
,mini cake stand hanging hearts,655.01,361,74,8.851486486486486,2009-12-01 14:28:00,2010-03-08 12:35:00,96,Short,276,Inactive,1,Churned,Churned,Medium
,jigsaw tree with watering can,654.01,610,92,7.108804347826087,2009-12-02 14:43:00,2010-11-30 10:10:00,362,Medium,9,Active,0,Active,Weak,Medium
17165D,ass col large sand frog p'weight,653.97,689,82,7.975243902439025,2009-12-01 12:56:00,2010-11-29 16:41:00,363,Medium,10,Active,0,Active,Weak,Medium
72799C,pink pillar candle silver flock,653.63,390,29,22.53896551724138,2009-12-01 13:41:00,2010-11-25 15:19:00,359,Medium,14,Active,0,Active,Weak,Medium
,essential balm 3.5g tin in envelope,652.97,5539,46,14.195,2009-12-02 13:26:00,2010-12-09 14:09:00,372,Medium,0,Active,0,Active,Weak,Medium
,set/4 2 tone egg shape mixing bowls,651.05,63,44,14.796590909090908,2009-12-02 11:53:00,2010-12-06 16:57:00,369,Medium,3,Active,0,Active,Weak,Medium
84968F,set of 16 vintage sky blue cutlery,650.15,41,19,34.21842105263158,2010-08-10 11:49:00,2010-12-07 15:28:00,119,Medium,2,Active,0,Active,Weak,Medium
,posy shopper bag,649.8199999999999,1580,28,23.20785714285714,2009-12-01 14:28:00,2010-01-12 09:47:00,41,Short,331,Inactive,1,Churned,Churned,Medium
,gingham heart wreath,647.75,225,42,15.422619047619047,2009-12-02 14:21:00,2010-11-05 11:17:00,337,Medium,34,At Risk,0,Active,At Risk,Medium
,victorian metal postcard christmas,646.4399999999999,377,46,14.053043478260868,2009-12-01 14:28:00,2010-11-16 16:46:00,350,Medium,23,Active,0,Active,Weak,Medium
35004P,set of 3 pink flying ducks,646.24,120,43,15.028837209302326,2009-12-01 12:32:00,2010-10-22 14:23:00,325,Medium,48,At Risk,0,Active,At Risk,Medium
37444C,pink breakfast cup and saucer,646.22,1636,48,13.462916666666667,2009-12-01 13:29:00,2010-12-06 09:58:00,369,Medium,3,Active,0,Active,Weak,Medium
,small glass sundae dish clear,645.5799999999999,328,56,11.528214285714284,2009-12-16 17:58:00,2010-12-08 15:56:00,356,Medium,1,Active,0,Active,Weak,Medium
,jardin etched glass large bell jar,645.3,54,17,37.95882352941176,2009-12-17 15:39:00,2010-11-16 14:01:00,333,Medium,23,Active,0,Active,Weak,Medium
,"french blue metal door sign, 3",645.15,501,71,9.086619718309858,2010-08-17 11:21:00,2010-11-10 16:40:00,85,Short,29,Active,0,Active,Weak,Medium
,new england teatowels,644.88,322,124,5.200645161290322,2009-12-10 12:21:00,2010-08-31 12:30:00,264,Medium,100,Inactive,1,Churned,Churned,Medium
,danish rose umbrella stand,644.55,36,30,21.485,2009-12-14 15:06:00,2010-08-17 13:30:00,245,Medium,114,Inactive,1,Churned,Churned,Medium
,tub 24 pink flower pegs,643.24,367,116,5.545172413793104,2009-12-06 11:13:00,2010-12-08 17:20:00,367,Medium,1,Active,0,Active,At Risk,Medium
,circle of friends candle holder,642.66,353,65,9.887076923076922,2009-12-01 14:49:00,2010-08-05 10:44:00,246,Medium,126,Inactive,1,Churned,Churned,Medium
85230F,jasmine votive candle,642.3199999999999,2632,51,12.594509803921568,2009-12-02 10:09:00,2010-12-03 14:26:00,366,Medium,6,Active,0,Active,Weak,Medium
84925D,la palmiera wall thermometer,641.75,438,17,37.75,2009-12-07 12:42:00,2010-12-03 11:35:00,360,Medium,6,Active,0,Active,Weak,Medium
46776A,woven bubble gum cushion cover,639.7,253,52,12.301923076923078,2009-12-04 09:43:00,2010-12-06 10:08:00,367,Medium,3,Active,0,Active,Weak,Medium
84520D,pack of 20 fairy cake paper napkins,639.47,699,94,6.802872340425532,2009-12-02 12:06:00,2010-02-26 11:59:00,85,Short,286,Inactive,1,Churned,Churned,Medium
,blue  diamante pen in gift box,639.07,330,59,10.831694915254237,2009-12-10 09:49:00,2010-12-08 14:25:00,363,Medium,1,Active,0,Active,Weak,Medium
,triangular ridged glass posy holder,638.8,879,75,8.517333333333333,2009-12-02 14:36:00,2010-05-26 13:38:00,174,Medium,197,Inactive,1,Churned,Churned,Medium
84601A,new baroque ivory cushion cover,638.34,260,15,42.556000000000004,2009-12-01 13:47:00,2010-07-15 13:16:00,225,Medium,147,Inactive,1,Churned,Churned,Medium
,ladle love heart red,638.15,1484,143,4.462587412587412,2009-12-01 12:32:00,2010-12-08 14:25:00,372,Medium,1,Active,0,Active,At Risk,Medium
90082D,diamante bow brooch black colour,638.0699999999999,99,48,13.293124999999998,2009-12-01 10:49:00,2010-12-05 15:12:00,369,Medium,4,Active,0,Active,Weak,Medium
75013B,"string of 8 butterflies,pink",636.62,370,72,8.841944444444444,2009-12-01 12:14:00,2010-12-06 14:08:00,370,Medium,3,Active,0,Active,Weak,Medium
,money box confectionery design,636.23,505,66,9.639848484848486,2010-03-26 13:46:00,2010-12-02 16:38:00,251,Medium,7,Active,0,Active,Weak,Medium
17164B,ass col small sand gecko p'weight,636.06,1595,73,8.713150684931506,2009-12-01 16:17:00,2010-12-01 12:54:00,364,Medium,8,Active,0,Active,Weak,Medium
,motoring tissue box,635.25,537,120,5.29375,2009-12-01 13:31:00,2010-12-08 15:12:00,372,Medium,1,Active,0,Active,At Risk,Medium
,paperweight save the planet,634.57,321,49,12.950408163265307,2010-03-30 12:27:00,2010-12-08 14:43:00,253,Medium,1,Active,0,Active,Weak,Medium
85028L,french chateau large fruit bowl,634.51,261,23,27.587391304347825,2009-12-01 13:29:00,2010-09-21 13:37:00,294,Medium,79,Inactive,1,Churned,Churned,Medium
,black champagne glass,634.0799999999999,316,30,21.136,2009-12-02 13:06:00,2010-12-02 14:26:00,365,Medium,7,Active,0,Active,Weak,Medium
35471D,set of 3 bird light pink feather,632.81,403,132,4.7940151515151515,2009-12-01 14:28:00,2010-12-07 18:36:00,371,Medium,2,Active,0,Active,At Risk,Medium
,mirror mosaic candle plate,631.01,903,42,15.024047619047618,2009-12-08 12:12:00,2010-12-06 16:57:00,363,Medium,3,Active,0,Active,Weak,Medium
84964A,pink painted kashmiri table,630.0,11,2,315.0,2010-02-22 14:54:00,2010-11-02 17:29:00,253,Medium,37,At Risk,0,Active,At Risk,Medium
,3 traditional biscuit cutters  set,629.74,313,27,23.323703703703703,2010-11-21 14:36:00,2010-12-09 13:57:00,17,Short,0,Active,0,Active,Weak,Medium
,decorative flore bathroom bottle,629.51,367,143,4.402167832167832,2009-12-02 14:43:00,2010-12-08 14:25:00,370,Medium,1,Active,0,Active,At Risk,Medium
,set of 3 christmas briar candles,626.39,176,31,20.206129032258065,2010-08-08 14:51:00,2010-11-22 12:59:00,105,Medium,17,Active,0,Active,Weak,Medium
16169N,wrap blue russian folkart,626.25,2025,56,11.183035714285714,2009-12-01 09:28:00,2010-12-06 12:06:00,370,Medium,3,Active,0,Active,Weak,Medium
,party invites football,625.4599999999999,944,83,7.535662650602409,2009-12-08 16:43:00,2010-12-08 12:41:00,364,Medium,1,Active,0,Active,Weak,Medium
,s/5 mini ice cream fridge magnets,625.1999999999999,1992,2,312.59999999999997,2010-01-14 14:53:00,2010-02-15 11:57:00,31,Short,297,Inactive,1,Churned,Churned,Medium
82616A,bubble gum scarf knitting kit,624.21,316,52,12.004038461538462,2009-12-02 12:26:00,2010-10-27 13:00:00,329,Medium,43,At Risk,0,Active,At Risk,Medium
,"decoration , hanging metal chicken",623.96,616,42,14.856190476190477,2009-12-01 14:28:00,2010-11-17 09:23:00,350,Medium,22,Active,0,Active,Weak,Medium
,tropical luggage tag,621.81,1809,88,7.066022727272727,2009-12-01 11:51:00,2010-12-03 14:54:00,367,Medium,6,Active,0,Active,Weak,Medium
,decoration white chick magic garden,621.8,708,98,6.344897959183673,2009-12-13 13:39:00,2010-11-28 12:49:00,349,Medium,11,Active,0,Active,Weak,Medium
,pink cat floral cushion cover,620.52,328,32,19.39125,2009-12-02 14:36:00,2010-11-28 14:49:00,361,Medium,11,Active,0,Active,Weak,Medium
62094B,turq ice cream bum bag,619.84,287,60,10.330666666666668,2010-01-19 09:05:00,2010-12-06 09:58:00,321,Medium,3,Active,0,Active,Weak,Medium
,dolly honeycomb garland,619.67,381,42,14.754047619047618,2009-12-14 11:30:00,2010-12-05 16:24:00,356,Medium,4,Active,0,Active,Weak,Medium
16156N,"wrap, friendship on green",619.5,1475,56,11.0625,2009-12-01 11:51:00,2010-06-21 14:25:00,202,Medium,171,Inactive,1,Churned,Churned,Medium
,candy spot egg warmer hare,618.54,654,65,9.516,2009-12-07 18:02:00,2010-12-06 09:58:00,363,Medium,3,Active,0,Active,Weak,Medium
,easter decoration egg bunny,618.3,636,34,18.185294117647057,2009-12-07 11:46:00,2010-03-30 14:29:00,113,Medium,254,Inactive,1,Churned,Churned,Medium
,set/4 scented candles in ramekins,615.84,457,9,68.42666666666668,2009-12-13 13:24:00,2010-01-17 11:55:00,34,Short,326,Inactive,1,Churned,Churned,Medium
84932C,small oriental blue folding stool,615.4,282,34,18.099999999999998,2009-12-04 10:00:00,2010-06-30 13:17:00,208,Medium,162,Inactive,1,Churned,Churned,Medium
,set/4 butterfly mirror magnets,615.07,672,61,10.08311475409836,2009-12-01 14:47:00,2010-12-08 12:17:00,371,Medium,1,Active,0,Active,Weak,Medium
,sweetheart wire magazine rack,614.34,76,35,17.55257142857143,2010-10-17 16:06:00,2010-12-09 12:32:00,52,Short,0,Active,0,Active,Weak,Medium
,retro sisters expresso cups,614.1,429,41,14.978048780487805,2009-12-07 15:42:00,2010-07-14 16:20:00,219,Medium,148,Inactive,1,Churned,Churned,Medium
,chunky silver necklace pastel flowe,613.4399999999999,61,35,17.526857142857143,2009-12-02 13:57:00,2010-11-29 12:03:00,361,Medium,10,Active,0,Active,Weak,Medium
47583A,set of 3 wicker basket rose,612.8199999999999,71,6,102.13666666666666,2010-01-11 13:51:00,2010-02-17 16:40:00,37,Short,295,Inactive,1,Churned,Churned,Medium
,vintage pink decorative parasol,611.97,45,30,20.399,2009-12-02 13:34:00,2010-12-06 09:58:00,368,Medium,3,Active,0,Active,Weak,Medium
79315W,flying saucer table light in white,611.51,199,13,47.03923076923077,2009-12-03 14:39:00,2010-08-09 18:31:00,249,Medium,122,Inactive,1,Churned,Churned,Medium
85169A,ivory love bird candle,610.3100000000001,469,68,8.97514705882353,2009-12-08 15:12:00,2010-12-09 12:49:00,365,Medium,0,Active,0,Active,Weak,Medium
,blue coat rack paris fashion,610.19,131,29,21.041034482758622,2010-11-19 10:58:00,2010-12-09 16:52:00,20,Short,0,Active,0,Active,Weak,Medium
,"french blue metal door sign, 5",610.11,477,65,9.386307692307692,2010-08-17 11:21:00,2010-11-10 16:40:00,85,Short,29,Active,0,Active,Weak,Medium
,pack of 12 red retrospot tissues,610.0,2140,122,5.0,2010-09-23 13:54:00,2010-12-09 14:09:00,77,Short,0,Active,0,Active,At Risk,Medium
,loo roll  metal sign,607.96,340,77,7.895584415584416,2009-12-01 14:28:00,2010-04-01 12:07:00,120,Medium,252,Inactive,1,Churned,Churned,Medium
,jigsaw rabbit and birdhouse,607.92,356,61,9.965901639344262,2009-12-09 13:49:00,2010-12-09 14:19:00,365,Medium,0,Active,0,Active,Weak,Medium
,pink  heart confetti in tube,607.37,339,71,8.55450704225352,2009-12-07 15:02:00,2010-11-15 12:52:00,342,Medium,24,Active,0,Active,Weak,Medium
,magic drawing slate go to the fair,606.26,1521,88,6.889318181818182,2010-03-28 13:31:00,2010-12-07 13:50:00,254,Medium,2,Active,0,Active,Weak,Medium
,rattle snake eggs,605.83,714,68,8.909264705882354,2009-12-01 11:45:00,2010-12-09 14:09:00,373,Medium,0,Active,0,Active,Weak,Medium
,blue polkadot cup,605.49,674,83,7.295060240963855,2010-09-23 13:03:00,2010-12-09 09:34:00,76,Short,0,Active,0,Active,Weak,Medium
85028S,french chateau small fruitbowl,605.22,406,25,24.2088,2009-12-01 13:29:00,2010-10-24 12:46:00,326,Medium,46,At Risk,0,Active,At Risk,Medium
85135A,yellow dragonfly helicopter,603.54,75,55,10.973454545454544,2009-12-02 11:51:00,2010-11-24 14:48:00,357,Medium,15,Active,0,Active,Weak,Medium
,party invites balloon girl,603.4599999999999,883,81,7.450123456790123,2009-12-08 13:58:00,2010-12-02 10:27:00,358,Medium,7,Active,0,Active,Weak,Medium
85135C,red dragonfly helicopter,603.45,73,55,10.971818181818183,2009-12-02 14:36:00,2010-12-08 14:25:00,370,Medium,1,Active,0,Active,Weak,Medium
,orange flower mug,603.4499999999999,5394,9,67.05,2009-12-22 15:06:00,2010-11-14 13:33:00,326,Medium,25,Active,0,Active,Weak,Medium
84932A,small green peony folding stool,602.6,262,24,25.108333333333334,2009-12-04 10:00:00,2010-06-14 13:31:00,192,Medium,178,Inactive,1,Churned,Churned,Medium
,blue patch pencil case pink heart,601.53,293,50,12.0306,2009-12-01 14:28:00,2010-08-15 16:00:00,257,Medium,116,Inactive,1,Churned,Churned,Medium
,daisy journal,601.45,362,47,12.796808510638298,2009-12-07 11:19:00,2010-12-06 12:44:00,364,Medium,3,Active,0,Active,Weak,Medium
,4 vanilla botanical candles,600.24,158,49,12.249795918367347,2009-12-01 12:33:00,2010-12-03 11:36:00,366,Medium,6,Active,0,Active,Weak,Medium
,black tea towel classic design,598.76,476,94,6.369787234042553,2010-03-07 14:31:00,2010-12-07 14:30:00,274,Medium,2,Active,0,Active,Weak,Medium
85185D,frog sock puppet,597.76,182,60,9.962666666666667,2009-12-01 14:28:00,2010-12-06 12:44:00,369,Medium,3,Active,0,Active,Weak,Medium
,12 mini toadstool pegs,597.56,472,95,6.290105263157894,2009-12-01 12:13:00,2010-07-01 16:48:00,212,Medium,161,Inactive,1,Churned,Churned,Medium
,classical rose dish,596.94,295,49,12.182448979591838,2009-12-08 12:38:00,2010-09-27 13:10:00,293,Medium,73,Inactive,1,Churned,Churned,Medium
,if you can't stand the heat mug,596.57,447,87,6.85712643678161,2009-12-02 14:34:00,2010-12-08 17:20:00,371,Medium,1,Active,0,Active,Weak,Medium
,"french blue metal door sign, 4",596.34,468,62,9.618387096774194,2010-08-17 11:21:00,2010-11-10 16:40:00,85,Short,29,Active,0,Active,Weak,Medium
,mirrored dove wall decoration,595.62,227,61,9.764262295081966,2009-12-03 14:39:00,2010-11-29 08:23:00,360,Medium,10,Active,0,Active,Weak,Medium
16202B,pastel blue photo album,595.16,1044,25,23.8064,2009-12-02 14:55:00,2010-11-15 14:26:00,347,Medium,24,Active,0,Active,Weak,Medium
,nightingale coathook white,594.3199999999999,347,61,9.74295081967213,2009-12-05 15:47:00,2010-05-04 10:02:00,149,Medium,219,Inactive,1,Churned,Churned,Medium
84625C,blue new baroque candlestick candle,593.96,355,43,13.813023255813954,2009-12-02 13:26:00,2010-12-09 14:44:00,372,Medium,0,Active,0,Active,Weak,Medium
85180A,red hearts light chain,593.76,126,36,16.493333333333332,2009-12-03 10:26:00,2010-11-29 10:57:00,361,Medium,10,Active,0,Active,Weak,Medium
,zinc heart lattice double planter,593.03,674,24,24.70958333333333,2009-12-07 17:56:00,2010-11-21 15:56:00,348,Medium,18,Active,0,Active,Weak,Medium
,2 picture book eggs easter bunny,592.7,586,52,11.398076923076925,2009-12-04 16:12:00,2010-08-27 15:14:00,265,Medium,104,Inactive,1,Churned,Churned,Medium
,christmas tree t-light holder,592.39,391,44,13.46340909090909,2009-12-01 12:57:00,2010-12-01 12:23:00,364,Medium,8,Active,0,Active,Weak,Medium
85188B,pink metal swinging bunny,592.18,670,64,9.2528125,2010-01-11 12:29:00,2010-10-11 13:53:00,273,Medium,59,At Risk,0,Active,At Risk,Medium
,polka dot pistachio pail,591.66,285,48,12.32625,2009-12-02 11:34:00,2010-08-19 13:48:00,260,Medium,112,Inactive,1,Churned,Churned,Medium
,arched grey mirror,591.5799999999999,86,18,32.86555555555555,2009-12-02 10:00:00,2010-04-13 14:36:00,132,Medium,240,Inactive,1,Churned,Churned,Medium
,glass sphere candle stand large,590.45,301,14,42.175000000000004,2009-12-09 13:11:00,2010-01-11 14:35:00,33,Short,332,Inactive,1,Churned,Churned,Medium
,hawaiian grass skirt,589.9200000000001,354,45,13.109333333333336,2010-01-07 16:46:00,2010-11-29 09:46:00,325,Medium,10,Active,0,Active,Weak,Medium
,blue spotty purse,589.9,483,70,8.427142857142856,2009-12-01 14:45:00,2010-09-21 16:06:00,294,Medium,79,Inactive,1,Churned,Churned,Medium
,moroccan beaten metal dish,589.73,151,20,29.4865,2009-12-01 13:07:00,2010-11-25 13:29:00,359,Medium,14,Active,0,Active,Weak,Medium
,blue drawer knob acrylic edwardian,589.2,426,47,12.536170212765958,2010-10-17 11:23:00,2010-12-09 09:14:00,52,Short,0,Active,0,Active,Weak,Medium
,"french bottle, brasserie des artist",588.64,326,65,9.056,2009-12-01 14:28:00,2010-02-18 12:25:00,78,Short,294,Inactive,1,Churned,Churned,Medium
79190B,retro plastic polka tray,588.55,1122,106,5.5523584905660375,2009-12-02 11:52:00,2010-12-09 14:09:00,372,Medium,0,Active,0,Active,Weak,Medium
,vintage notebook travelogue,588.19,289,40,14.70475,2009-12-04 09:43:00,2010-11-28 13:21:00,359,Medium,11,Active,0,Active,Weak,Medium
,clam shell large,588.06,747,19,30.95052631578947,2009-12-13 15:17:00,2010-12-02 13:49:00,353,Medium,7,Active,0,Active,Weak,Medium
,potting shed seed tin,587.8,172,20,29.389999999999997,2009-12-01 13:31:00,2010-02-15 14:15:00,76,Short,297,Inactive,1,Churned,Churned,Medium
,vintage bead notebook,587.73,170,66,8.905000000000001,2009-12-02 14:43:00,2010-12-07 18:36:00,370,Medium,2,Active,0,Active,Weak,Medium
,floral blue monster,587.58,138,58,10.130689655172414,2009-12-01 09:08:00,2010-12-08 15:17:00,372,Medium,1,Active,0,Active,Weak,Medium
,ping! microwave plate,587.17,168,70,8.388142857142856,2009-12-01 14:28:00,2010-12-09 14:09:00,372,Medium,0,Active,0,Active,Weak,Medium
